City,County,Indicator,Category,CHR&R release year,Underlying data year / period,Value,Unit,Better direction,Nashville rank out of 9,Peer city average (excluding Nashville),Nashville difference from peer average,Nashville percent difference from peer average,Nashville vs peer average,Best performing city,Best performing value,Worst performing city,Worst performing value
Charlotte,"Mecklenburg County, NC",Adult Obesity,Health outcomes / well-being,2017,2013,23.9,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Denver,"Denver County, CO",Adult Obesity,Health outcomes / well-being,2017,2013,16.4,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Atlanta,"Fulton County, GA",Adult Obesity,Health outcomes / well-being,2017,2013,23.9,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Fort Worth,"Tarrant County, TX",Adult Obesity,Health outcomes / well-being,2017,2013,29.1,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Dallas,"Dallas County, TX",Adult Obesity,Health outcomes / well-being,2017,2013,27.6,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Nashville,"Davidson County, TN",Adult Obesity,Health outcomes / well-being,2017,2013,30.9,%,Lower is better,8,24.4,6.5,26.64,Worse,Denver,16.4,Nashville,30.9
Austin,"Travis County, TX",Diabetes Prevalence,Health outcomes / well-being,2017,2013,6.4,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Raleigh,"Wake County, NC",Diabetes Prevalence,Health outcomes / well-being,2017,2013,8.2,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Durham,"Durham County, NC",Diabetes Prevalence,Health outcomes / well-being,2017,2013,8.7,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Charlotte,"Mecklenburg County, NC",Diabetes Prevalence,Health outcomes / well-being,2017,2013,8.5,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Denver,"Denver County, CO",Diabetes Prevalence,Health outcomes / well-being,2017,2013,6,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Atlanta,"Fulton County, GA",Diabetes Prevalence,Health outcomes / well-being,2017,2013,8.7,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Fort Worth,"Tarrant County, TX",Diabetes Prevalence,Health outcomes / well-being,2017,2013,11,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Dallas,"Dallas County, TX",Diabetes Prevalence,Health outcomes / well-being,2017,2013,9.1,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Nashville,"Davidson County, TN",Diabetes Prevalence,Health outcomes / well-being,2017,2013,10.6,%,Lower is better,7,8.325,2.275,27.33,Worse,Denver,6,Fort Worth,11
Austin,"Travis County, TX",Adult Smoking,Health behaviors,2017,2015,13.150041415,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Raleigh,"Wake County, NC",Adult Smoking,Health behaviors,2017,2015,13.820421045,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Durham,"Durham County, NC",Adult Smoking,Health behaviors,2017,2015,16.398711574,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Charlotte,"Mecklenburg County, NC",Adult Smoking,Health behaviors,2017,2015,15.036221118,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Denver,"Denver County, CO",Adult Smoking,Health behaviors,2017,2015,17.131297607,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Atlanta,"Fulton County, GA",Adult Smoking,Health behaviors,2017,2015,15.98307742,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Fort Worth,"Tarrant County, TX",Adult Smoking,Health behaviors,2017,2015,14.303695546,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Dallas,"Dallas County, TX",Adult Smoking,Health behaviors,2017,2015,15.507294432,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Nashville,"Davidson County, TN",Adult Smoking,Health behaviors,2017,2015,20.22465432,%,Lower is better,9,15.166345,5.058309,33.35,Worse,Austin,13.150041415,Nashville,20.22465432
Austin,"Travis County, TX",Physical Inactivity,Health behaviors,2017,2013,15,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Raleigh,"Wake County, NC",Physical Inactivity,Health behaviors,2017,2013,16.6,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Durham,"Durham County, NC",Physical Inactivity,Health behaviors,2017,2013,20.8,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Charlotte,"Mecklenburg County, NC",Physical Inactivity,Health behaviors,2017,2013,19,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Denver,"Denver County, CO",Physical Inactivity,Health behaviors,2017,2013,11.8,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Atlanta,"Fulton County, GA",Physical Inactivity,Health behaviors,2017,2013,17.7,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Fort Worth,"Tarrant County, TX",Physical Inactivity,Health behaviors,2017,2013,24,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Dallas,"Dallas County, TX",Physical Inactivity,Health behaviors,2017,2013,23.3,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Nashville,"Davidson County, TN",Physical Inactivity,Health behaviors,2017,2013,24.3,%,Lower is better,9,18.525,5.775,31.17,Worse,Denver,11.8,Nashville,24.3
Austin,"Travis County, TX",Excessive Drinking,Health behaviors,2017,2015,24.351643944,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Raleigh,"Wake County, NC",Excessive Drinking,Health behaviors,2017,2015,17.575633736,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Durham,"Durham County, NC",Excessive Drinking,Health behaviors,2017,2015,17.616322214,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Charlotte,"Mecklenburg County, NC",Excessive Drinking,Health behaviors,2017,2015,18.293062746,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Denver,"Denver County, CO",Excessive Drinking,Health behaviors,2017,2015,22.450617642,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Atlanta,"Fulton County, GA",Excessive Drinking,Health behaviors,2017,2015,18.262399195,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Fort Worth,"Tarrant County, TX",Excessive Drinking,Health behaviors,2017,2015,18.663675276,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Dallas,"Dallas County, TX",Excessive Drinking,Health behaviors,2017,2015,17.852833729,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Nashville,"Davidson County, TN",Excessive Drinking,Health behaviors,2017,2015,13.641923217,%,Lower is better,1,19.383274,-5.74135,-29.62,Better,Nashville,13.641923217,Austin,24.351643944
Austin,"Travis County, TX",Insufficient Sleep,Health behaviors,2017,2014,28.5,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Raleigh,"Wake County, NC",Insufficient Sleep,Health behaviors,2017,2014,30.3,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Durham,"Durham County, NC",Insufficient Sleep,Health behaviors,2017,2014,32.9,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Charlotte,"Mecklenburg County, NC",Insufficient Sleep,Health behaviors,2017,2014,33.1,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Denver,"Denver County, CO",Insufficient Sleep,Health behaviors,2017,2014,27.9,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Atlanta,"Fulton County, GA",Insufficient Sleep,Health behaviors,2017,2014,38.2,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Fort Worth,"Tarrant County, TX",Insufficient Sleep,Health behaviors,2017,2014,33.9,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Dallas,"Dallas County, TX",Insufficient Sleep,Health behaviors,2017,2014,33.7,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Nashville,"Davidson County, TN",Insufficient Sleep,Health behaviors,2017,2014,35.8,%,Lower is better,8,32.3125,3.4875,10.79,Worse,Denver,27.9,Atlanta,38.2
Austin,"Travis County, TX",Food Insecurity,Health behaviors,2017,2014,17.1,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Raleigh,"Wake County, NC",Food Insecurity,Health behaviors,2017,2014,13.8,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Durham,"Durham County, NC",Food Insecurity,Health behaviors,2017,2014,18.3,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Charlotte,"Mecklenburg County, NC",Food Insecurity,Health behaviors,2017,2014,17.1,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Denver,"Denver County, CO",Food Insecurity,Health behaviors,2017,2014,14.8,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Atlanta,"Fulton County, GA",Food Insecurity,Health behaviors,2017,2014,19.6,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Fort Worth,"Tarrant County, TX",Food Insecurity,Health behaviors,2017,2014,18.1,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Dallas,"Dallas County, TX",Food Insecurity,Health behaviors,2017,2014,19.3,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Nashville,"Davidson County, TN",Food Insecurity,Health behaviors,2017,2014,17.3,%,Lower is better,4,17.2625,0.0375,0.22,Worse,Raleigh,13.8,Atlanta,19.6
Austin,"Travis County, TX",Drug Overdose Deaths,Health behaviors,2017,2013-2015,12.294641073,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Raleigh,"Wake County, NC",Drug Overdose Deaths,Health behaviors,2017,2013-2015,8.0742618557,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Durham,"Durham County, NC",Drug Overdose Deaths,Health behaviors,2017,2013-2015,8.4885319933,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Charlotte,"Mecklenburg County, NC",Drug Overdose Deaths,Health behaviors,2017,2013-2015,9.3166086491,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Denver,"Denver County, CO",Drug Overdose Deaths,Health behaviors,2017,2013-2015,18.53798433,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Atlanta,"Fulton County, GA",Drug Overdose Deaths,Health behaviors,2017,2013-2015,13.706992639,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Fort Worth,"Tarrant County, TX",Drug Overdose Deaths,Health behaviors,2017,2013-2015,8.8707759138,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Dallas,"Dallas County, TX",Drug Overdose Deaths,Health behaviors,2017,2013-2015,11.599032567,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Nashville,"Davidson County, TN",Drug Overdose Deaths,Health behaviors,2017,2013-2015,20.589898087,"deaths per 100,000 population",Lower is better,9,11.361104,9.228794,81.23,Worse,Raleigh,8.0742618557,Nashville,20.589898087
Austin,"Travis County, TX",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,96.994921241,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Raleigh,"Wake County, NC",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,91.290942327,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Durham,"Durham County, NC",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,90.645659169,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Charlotte,"Mecklenburg County, NC",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,89.494882713,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Denver,"Denver County, CO",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,99.69358069,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Atlanta,"Fulton County, GA",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,90.244964865,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Fort Worth,"Tarrant County, TX",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,97.013544245,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Dallas,"Dallas County, TX",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,97.593004465,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Nashville,"Davidson County, TN",Access to Exercise Opportunities,Health behaviors,2017,2010 & 2014,86.399460012,%,Higher is better,9,94.121437,-7.721977,-8.20,Worse,Denver,99.69358069,Nashville,86.399460012
Austin,"Travis County, TX",Uninsured,Clinical care,2017,2014,18.501530238,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Raleigh,"Wake County, NC",Uninsured,Clinical care,2017,2014,12.030657724,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Durham,"Durham County, NC",Uninsured,Clinical care,2017,2014,15.052943127,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Charlotte,"Mecklenburg County, NC",Uninsured,Clinical care,2017,2014,14.903089044,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Denver,"Denver County, CO",Uninsured,Clinical care,2017,2014,13.963357133,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Atlanta,"Fulton County, GA",Uninsured,Clinical care,2017,2014,16.503338765,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Fort Worth,"Tarrant County, TX",Uninsured,Clinical care,2017,2014,19.813555087,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Dallas,"Dallas County, TX",Uninsured,Clinical care,2017,2014,24.961261892,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Nashville,"Davidson County, TN",Uninsured,Clinical care,2017,2014,16.435151927,%,Lower is better,5,16.966217,-0.531065,-3.13,Better,Raleigh,12.030657724,Dallas,24.961261892
Austin,"Travis County, TX",Primary Care Physicians,Clinical care,2017,2014,1170,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Raleigh,"Wake County, NC",Primary Care Physicians,Clinical care,2017,2014,1160,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Durham,"Durham County, NC",Primary Care Physicians,Clinical care,2017,2014,813,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Charlotte,"Mecklenburg County, NC",Primary Care Physicians,Clinical care,2017,2014,1134,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Denver,"Denver County, CO",Primary Care Physicians,Clinical care,2017,2014,776,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Atlanta,"Fulton County, GA",Primary Care Physicians,Clinical care,2017,2014,948,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Fort Worth,"Tarrant County, TX",Primary Care Physicians,Clinical care,2017,2014,1756,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Dallas,"Dallas County, TX",Primary Care Physicians,Clinical care,2017,2014,1483,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Nashville,"Davidson County, TN",Primary Care Physicians,Clinical care,2017,2014,1078,residents per primary care physician,Lower is better,4,1155,-77,-6.67,Better,Denver,776,Fort Worth,1756
Austin,"Travis County, TX",Mental Health Providers,Clinical care,2017,2016,446,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
Raleigh,"Wake County, NC",Mental Health Providers,Clinical care,2017,2016,395,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
Durham,"Durham County, NC",Mental Health Providers,Clinical care,2017,2016,197,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
Charlotte,"Mecklenburg County, NC",Mental Health Providers,Clinical care,2017,2016,433,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
Denver,"Denver County, CO",Mental Health Providers,Clinical care,2017,2016,218,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
Atlanta,"Fulton County, GA",Mental Health Providers,Clinical care,2017,2016,523,residents per mental health provider,Lower is better,3,515.5,-140.5,-27.26,Better,Durham,197,Fort Worth,1086
